"idtwitter","subj","pos","neg","iro","top","TEXT"
"190174746749575168","0","0","0","0","0","#moda #lujo #italia #fashionbusiness #Tod´s de luto, fallece Dorino della Valle - http://www.embelezzia.com/complementos/tod-s-de-luto-fallece-dorino-della-valle …"
"140065866413899776","1","1","0","1","1","Bossi: «Il governo Monti fa schifo, sono improvvisati». Il trota invece, e Calderoli, mirabili statisti."
"393450861810040832","0","0","0","0","0","Dirigenti HTC promettono tablet e indossabili 'belli e dirompenti' http://www.hwupgrade.it/news/tablet/dirigenti-htc-promettono-tablet-e-indossabili-belli-e-dirompenti_49305.html … via @hwupgrade"
"134909664751136769","1","1","1","0","1","Mario Monti: ""Basta privilegi"" ed intanto si fa nominare Senatore a Vita: ""Basta privilegi"" sibila Mario Monti, ... http://bit.ly/ukW8TX "
"137175546764337153","1","1","0","1","1","@EdoardoCamurri Avrai apprezzato il titolo di Agorà di questa mattina. Governo Monti: dieci e loden."
"197008190620176386","1","1","0","0","0",".. Intanto .. Grazie.."
"391819418151714816","1","0","1","0","0","""@Linkiesta: La #Cina compra tv in Africa per coprire i danni che fa http://www.linkiesta.it/cinesi-in-africa … via @Linkiesta"" #SoftPower #miRicordaQualcosa"
"144434544806854658","1","0","1","0","1","Latini: 'La manovra del governo Monti non è sostenibile per gli italiani' http://www.anconainforma.it/11122252 "
"142263500448874496","0","0","0","0","1","Gentile professor Monti http://www.camilloblog.it/archivio/2011/12/01/gentile-professor-monti/ …"
"193085642727624704","0","0","0","0","1","Dopo #Grillo a reti unificate anche l'ex fidanzata del #Trota in contemporanea (diretta e differita) a #piazzapulita e #serviziopubblico"
"147310279007543296","0","0","0","0","1","È online @commentmario! I discorsi di Mario Monti in formato commentabile, frase per frase: http://www.commentmario.it/  via @luigireggi"
"165452565679583232","0","0","0","0","1","Tweet Not Available"
"393284916172963840","1","1","0","0","0","@laseomante @sivvia carina quella in peluche.. :-)"
"391842325397512192","1","0","1","0","0","Il potere vuoto di un paese fermo http://nblo.gs/QeLfb "
"136825480232968192","1","1","0","0","1","http://www.corriere.it/politica/11_novembre_16/monti-quirinale-lista_9114b030-102c-11e1-a756-4c2fd73eac66.shtml … E' nato il Governo #Monti, i #ministri sono stati scelti... Buon lavoro!"
"161120099749736448","1","1","0","0","1","Finalmente un decreto propositivo, che cerca di incentivare la libera iniziativa , in particolare dei giovani. Forza Mario #Monti"
"187243418961973248","1","1","1","0","0","@thanxtoexist amore davvero ? ti piace ? ora devo farglielo vedere mi sento strana boo."
"137095483276537856","0","0","0","0","1","Governo #Monti, stasera la fiducia in Senato Il Pdl: “Il professore non si candidi a elezioni”http://www.ilfattoquotidiano.it/2011/11/17/governo-monti-stasera-fiducia-senato-pdl-professore-candidi-elezioni/171303/ …"
"164709658353860609","0","0","0","0","1","#GOVERNO MONTI A LEZIONE DAI PRECARI. OGGI FLASHMOB ""IL NOSTRO TEMPO E' ADESSO"" A NAPOLI http://www.radiocrc.com/blog/2012/02/01/i-precari-in-piazza-danno-una-lezione-al-premier/ …"
"136418279219666944","1","1","1","0","1","Un governo Monti di emergenza deve essere di esempio e dimostrare che bastano sei Ministri per gestire la crisi. Meno costi più impegno"
"139779112599433216","1","1","0","0","1","@fsoro ad #agendadigitale sarebbe un ottimo inizio per questo governo #Monti. Servono competenze e persone giovani!"
"162490515416301568","1","1","0","0","1","Delizioso il pezzo di #Bechis sui sondaggi governativi di #Floris: ""Quale é la cosa che ti piace di più e quale meno del governo Monti?"""
"134730612593532928","1","0","1","1","1","pieni poteri a Mario Monti. In effetti quale governo può essere più appropriato di un Full Monty x questo paese (ispired by @ossimorobiondo)"
"396706146104262656","1","0","1","0","0","@ramblingirlz non lo so, non lo sopporto ahahahahha."
"196315419240435712","1","0","1","0","1","Tweet Not Available"
"141057522969751552","1","0","1","0","1","Dodicesimo giorno del governo Monti...il differenziale dei titoli non scende e le misure tardano."
"393303033972805632","1","0","1","0","0","Mancano due ore che palle non ce la faccio!!"
"192273759191838721","1","0","1","0","0","Che ignorantità! #dachepulpito *fatto realmente accaduto*"
"142348762176692224","0","0","0","0","1","@MarcoTravaglio cita le reazioni di twitter dei vari leader politici al governo Monti #serviziopubblico"
"391819429878562816","1","0","1","1","0","Geografi nani ? HAHAHAH"
"144908357482987520","1","1","1","0","1","Asta per frequenze #Tv, taglio spese militari, #patrimoniale, lotta a #evasione. Test per valutare #equità e #discontinuità #governo #Monti."
"192270886877921283","1","1","0","0","1","Mi piace quasi tutto il #Grillo che c'è. Ma una volta fuori dai suoi sacrosanti monologhi,sopravviverà al dibattito politico? @beppe_grillo"
"193062605521297408","1","1","0","0","1","Tweet Not Available"
"144439739678855168","1","0","1","0","1","Tweet Not Available"
"163989547586293762","1","0","1","0","1","E a proposito di protesta degli avvocati: Legali contro il governo Monti disertano la cerimonia. Succede a Brescia http://bit.ly/xV7iFW  #avv"
"162296122180780032","0","0","0","0","1","Il decreto sulle carceri del governo Monti | Il Post http://www.ilpost.it/2012/01/25/il-decreto-sulle-carceri-del-governo-monti/ … via @ilpost"
"136796437357928449","1","0","1","1","1","È nato il governo Monti: Passera super-ministro, Il dopo Berlusconi ha sempre la solita costante"
"393389087274459136","1","0","1","0","0","@bettyinter @Hakflak strano mondo in cui bisogna dire ""evviva"" perché un uomo confessa di preferire ancora le donne agli uomini :("
"146602560395022336","1","1","0","0","1","Per quanto riguarda il Governo Monti considerando i parlamentari esistenti, mi pare il miglior governo!"
"160298887305900032","0","0","0","0","1","Edilizia residenziale. Il Governo Monti vara gli incentivi. http://www.rispostaserramenti.it/dettaglio_news.php?hidden=1482 …"
"192549034400034817","1","1","0","0","0","Tweet Not Available"
"396734168430047233","1","1","0","0","0","@ohunitedkingdom oh c:"
"393483175621844992","1","0","0","0","0","@beingawarbler @giadahplove @struckbyfinn @uarenotaloneee oook adesso ti devo parlare di un'altra cosa importante"
"391946157573672961","1","1","1","0","0","@MissiSongbird Pff io con mate giovedì, diritto venerdì e sabato economia devo portarmi avanti. E non ho fatto un cavolo :))))"
"136865293204070401","1","0","1","1","1","Ma che altro vuole lo #Spread? Gli abbiamo tolto #Berlusconi, gli abbiamo dato il governo #Monti, ora potrebbe anche lasciarci vivere!"
"152836651058597888","1","0","1","0","1","Tweet Not Available"
"165144967809990656","1","0","1","0","1","Tweet Not Available"
"189785152875003904","0","0","0","0","0","Tweet Not Available"
"144780702653755392","1","0","1","0","1","il governo Monti aumenta le tasse, la BCE taglia i tassi per dare una mano alle banche, ma ai cittadini chi ci pensa ??"
"137517060132569089","1","0","1","0","1","Alfano parla di ""peccato originale"" del governo Monti non eletto"
"391963350701465601","1","0","1","0","0","@La_yamas tu pensa. Come sarebbe più comics se tornassi tu di là. EGOISTA"
"396745457093050368","1","1","0","0","0","@Sheeranssoul_ AHAHAAHAHAH grazie,per avermelo riferito"
"135663745430065154","1","1","1","0","1","Tweet Not Available"
"147702931859312640","1","0","1","1","1","Ferrero:"" BERLUSCONI CI HA PORTATO SULL'ORLO DEL BARATRO, COL GOVERNO MONTI PER FARE UN PASSO IN AVANTI!"". Ormai... http://fb.me/Q0exAQaL "
"137193171368161280","1","1","0","0","1","La battuta più bella sul governo Monti la fa un deputato del Pdl http://www.romaitalialab.it/articolo.cfm?id=144&Tecnici_o_politici__questo_%E8_il_dilemma …"
"134540959697481728","0","0","0","0","1","Cosa significa la nomina a senatore a vita di Mario Monti? http://fb.me/N5s956RQ "
"190041576515448832","1","1","0","0","0","Buon giorno a tutti :D"
"395671936791228417","1","1","0","0","0","Teniamoci stretta la magia di @KAKA ma soprattutto il suo bacio alla nostra maglia. Imparare grazie!"
"145006433950375936","0","0","0","0","1","Tweet Not Available"
"193067738586038274","1","0","1","0","1","#Luttwak: ""Il peggior danno che potremmo fare a #Grillo è quello di nominarlo Presidente del Consiglio...si dimetterebbe il giorno dopo!"""
"143413275483308032","0","0","0","0","1","Lle tre reti #Rai principali non stanno trasmettendo la conferenza stampa di Mario #Monti"
"134591510334275584","1","0","1","0","1","Di Pietro chiude al governo Monti: “Risponde al sistema bancario” http://nblo.gs/pL9ps "
"393443909411414016","1","0","1","0","0","Tweet Not Available"
"134404207435456513","0","0","0","0","1","Ma Mario Monti ce l'ha tuìtter?"
"164982871155687425","1","0","1","1","1","Mario Monti:""Il posto di lavoro fisso è monotono"".Adesso Mario, aspettiamo solo che i vostri figli si licenzino e si aggreghino ai nostri..."
"396520587226808320","1","0","1","0","0","Poi ti svegli per far pipì, torno a letto e non riesci a riaddormentarti pur avendo sonno"
"153798377149177856","1","0","1","1","1","Governo #Monti, mirabile esempio di sinergia fra Welfare e Infrastrutture: previsti nuovi ponti per alloggiare gli ex lavoratori."
"154518952825982976","1","0","0","0","1","Cosa aspetta il Pd a sfiduciare il governo Monti? http://goo.gl/fb/TLDzM "
"136793762121781249","1","0","1","0","1","tutti i politici hanno ""espresso la preferenza"" a non entrare nel governo #monti. un bel lavaggio collettivo di mani. bene."
"189817741706932226","1","0","1","0","0","Tweet Not Available"
"195213429030649856","1","0","1","0","1","#Grillo parla come un qualunque leghista della prima ora. Abbiamo già visto come è andata a finire"
"137069464192688128","0","0","0","0","1","Il governo Monti alle prime prove oggi il premier in Senato per la fiducia http://www.repubblica.it/politica/2011/11/17/dirette/monti_fiducia-25136683/ … via @repubblicait"
"137108894949449728","1","1","0","0","1","Tweet Not Available"
"162682513205104640","1","0","0","0","1","Professor Monti, che fine hanno fatto quei 98 Miliardi di euro evasi dai Concessionari dei Monopoli di Stato ? Dove stanno? Chi li Presi?"
"135261396869976064","0","0","0","0","1","@TomMiGiuntella ma tu e i #dalebanipd siete a favore o contro il Governo Monti? In ogni caso perchè?"
"134547887928524800","1","1","0","0","1","#matteorenzi Mario Monti e' l'uomo giusto al posto giusto nel momento giusto!! Grazie Presidente Napolitano"
"192004822243880961","0","0","0","0","0","@_Marco_GS oddio ma mi segui ancora??"
"134624096674787330","0","0","0","0","1","Governo Monti o elezioni?!"
"134905756070842368","1","1","1","0","1","Governo Monti: stò sospeso fra gioia per il crollo del regime e rabbia per l'invasione della BCE. E' il 25 aprile della nostra generazione."
"391965196782407681","1","1","0","1","0","GIUSTO DOBBIAMO FARE LORO LA DANZA DELLA PIOGGIA COSI' SONO CONTENTI..............!!!!!!!!!!!! http://fb.me/2SXhXW23j "
"393338377439047680","1","1","0","1","0","Tweet Not Available"
"391972738128437248","1","1","1","0","0","Tweet Not Available"
"154640297631035392","0","0","0","0","1","Tweet Not Available"
"191863311288123392","1","0","1","0","0","Tweet Not Available"
"148061673117323264","1","0","0","0","1","Alessandro Gilioli fa uno sforzo e cerca di trovare sette cose buone che ha fatto il Governo #Monti …http://gilioli.blogautore.espresso.repubblica.it/2011/12/17/sette-cose-buone-che-ha-fatto-il-governo/ … #manovra"
"161041041422680064","1","0","1","1","1","Chi dice che il governo Monti è una primavera ha un'idea approssimativa delle stagioni #assembleasel"
"195466825167945728","1","0","1","0","0","@AmbraTavoletti cattiva, cattivissima! Fischia se ti serve un po' di forza bruta!"
"155640757045309441","0","0","0","0","1","I uploaded a @YouTube video http://youtu.be/vS9Wo6PjNpM?a  Mario Monti approva il blitz di Cortina e ringrazia 07.01.12"
"144501234903154688","1","0","1","0","1","Tweet Not Available"
"160714873490255872","1","0","1","0","1","E' giunto il momento di non appoggiare Il governo #Monti votando no in massa. Lasciarlo alle corde, suonato."
"138530877499113472","1","0","1","0","1","In Spagna ritorna il centro destra...Zapatero ha fallito!Governo Monti? Governo di lobby! elezioni Subito!"
"395516576663109632","1","1","0","1","0","Spero sia colite.Ma ho paura sia amore."
"193472244905803777","1","0","1","1","1","#ultimaparola #Grillo come #Gesù ? A quanto pare dice solo #verità"
"138744589195554816","1","0","0","0","1","Sono lieto di comunicarvi che il governo Monti ha un effetto decisamente positivo sullo spread tra la mia squadra di calcetto e le altre"
"147317938930712576","1","0","1","0","1","Tweet Not Available"
"194855682724470785","1","0","0","0","0","Qualsiasi cosa fai meglio non dirla a tutti . Cit"
"193091572022259713","0","0","0","0","1","la politica domina, ora TT: #piazzapulita #serviziopubblico #Grillo Belsito M5S Partito della Nazione"
"396757681480146944","1","0","1","0","0","Tweet Not Available"
"396569948002467840","1","0","1","0","0","@DiLauroSasha @stimo_moreno @realmoreno_mc senti io non ti conosco e non voglio stare a litigare se non ti piacegirail culoevatteneallalarga"
"144886263625949184","0","0","0","0","1","“@Serv_Pubblico: Travaglio ""Governo Monti potrebbe aprire asta pubblica su frequenze"" #serviziopubblico”E' OBBLIGATORIO"
"136758723686309888","1","1","0","0","1","Tweet Not Available"
"186880649205002240","1","1","0","0","0","@LowLowNSP anche al posto tuo? Ahahahahah"
"137206619590238208","0","0","0","0","1","“@reuters_italia: Le linee programmatiche del governo Monti http://reut.rs/w19BAV ”"
"391804039148863488","1","0","1","0","0","@francofontana43 ahimè, non possiamo continuare a sacrificare le menti migliori del Paese, i giovani. Appello ai politici: fate qualcosa!!!"
"131645671248900096","1","1","1","0","1","Pare che, dopo Mario Draghi in Europa, la salvezza in Italia - in questa drammatica crisi economica - passi per un altro Mario: Monti."
"393302801712807936","1","0","1","0","0","Eurozona, frena a sorpresa l'indice pmi della crescita economica: Il pmi flash dell'Eurozona a ottobre sce... http://bit.ly/18ObBHo  #fb"
"193069604493471746","1","0","1","0","1","Il fascismo in Italia è in potenza, con l'antipolitica si traduce in atto #Grillo #schiacciailgrillo"
"156098807862538240","0","0","0","0","1","Tra pochi minuti Mario Monti in diretta su rai3 a ""che tempo che fa""."
"145175910583238656","1","1","1","0","1","“@panchopardi: La manovra è iniqua ma non si può dire che il governo Monti sia come il governo Berlusconi”. Mi sembra una posizione giusta"
"136814008769593345","0","0","0","0","1","#ministri Presentata la squadra del governo Monti. Di tutti i ministri, quale di questi conosci? ... http://bit.ly/rXeAt3 "
"194458560413970436","1","1","1","0","0","Devi renderti conto che alcune persone possono far parte del tuo cuore,ma non della tua vita ;)"
"147615967260848128","0","0","0","0","1","Cosa non c'è nella manovra del governo Monti http://bit.ly/tTP3lX "
"165509708063588352","0","0","0","0","1","Tweet Not Available"
"192704247085801472","0","0","0","0","1","Tweet Not Available"
"156270276080967682","0","0","0","0","1","Assotutela​.net: “Il Governo Monti vuol colpire i consumi per ridurre il passivo della… http://goo.gl/fb/AVyEG "
"153914160562962432","1","0","1","1","1","Rocco Siffredi é arrivato secondo agli Oscar del porno x essersi fatto più donne di tutti ma Mario Monti é arrivato 1mo x essersi in..tutti"
"193687022530076672","0","0","0","0","1","RT @fattoquotidiano: #Grillo e il teatrino della politica. Quanto ci piace - Dal blog di Fabrizio Tonellohttp://www.ilfattoquotidiano.it/2012/04/21/grillo-teatrino-della-politica-paice/206163/ …"
"391824581176332289","0","0","0","0","0","l'articolo di Roberto Ciccarelli dal manifesto di oggi http://fb.me/1BQVy5WAk "
"196717154899472384","1","0","1","0","0","Ho appena visto il TG3 Regione Sicilia Nessun Riferimento alla presenza di Grillo a Palermo!Siamo invisibili....."
"136818251165483008","1","1","1","0","1","Ma ora che tutti diranno bravo al Governo Monti, rimango l'unico contro, dove le trovo le info? AAA cercasi aiuto Barbaro Sognatore #PdN"
"192841734617706496","0","0","0","0","0","@francesca_bello @rudy_zerbi vado a fare la punta al pennarello."
"195595379599872001","0","0","0","0","0","@AronMarzetti Ciao Aron... hai anche delle fans 21enni eh :P"
"133528242849185792","1","1","0","0","1","LinkiestaLIVE - Famiglia Cristiana online: ""Governo, ripartire da Mario Monti, l'unico che può tirarci fuori dalla palude"""
"155648765880053761","0","0","0","0","1","Mario Monti e il mistero dell'evasione fiscalehttp://wp.me/pmIDm-2jt "
"192901842424967169","0","0","0","0","1","#Grillo torna alla ribalta - ne parla oggi @Tocqueville_it @beppe_grillo @Mov5Stelle http://ow.ly/anAgq  #tqv"
"188013744947871744","1","1","0","0","0","Tweet Not Available"
"142664322676563969","1","0","1","0","1","Mario Monti per tutti intellettuale per noi sei solo un criminale! Forza Nuova unica OPPOSIZIONE"
"144032876416077824","1","0","1","0","1","Porta a Porta è il salotto del Servo di Berluscoglione,Professor Monti evitiamo di cadere ancora più in basso, Lasci Perdere !!!"
"139675345069678592","1","0","1","1","1","“@Microsatira: Mario Monti e Sara Tommasi sono usciti entrambi dalla Bocconi. Lui a testa alta, lei a 90 !!!"""
"145399831626653696","1","0","1","0","1","Nella manovra del Governo Monti: soppressa l'Agenzia Nucleare.... ultimo atto di una farsa tutta italiana? http://www.ansa.it/web/notizie/canali/energiaeambiente/istituzioni/2011/12/06/visualizza_new.html_9242593.html …"
"144364769384734720","0","0","0","0","1","Mario Monti ci ha riservato l'ennesima sorpresa a favore degli istituti di credito (tra tracciabilità dei... http://fb.me/DEYx6f5T "
"393383735137009664","0","0","0","0","0","Tweet Not Available"
"192601252645961729","1","1","0","0","1","Tweet Not Available"
"393270562363297792","0","0","0","0","0","Tweet Not Available"
"154205500932751360","1","0","0","0","1","Vendola fa un passo indietro sul Governo Monti dopo averlo attaccato aspramente.. cosa non sappiamo?"
"189964424168222720","0","0","0","0","0","Tweet Not Available"
"149475434906660864","0","0","0","0","1","Rai: Mario Monti e Corrado Passera lavorano a riforma? http://fb.me/T7inAPTb "
"144513063343755264","1","0","0","0","1","Non capisco perché nessuno non abbia ancora chiamato Mario #Monti con Monti Burns.. #montiburns (tra l'altro c'è un fantastico doppio senso)"
"195779712864358400","1","1","0","0","1","Tweet Not Available"
"190983802322030592","0","0","0","0","0","Sto notando che Lady Gaga invece di fare video musicali, fa proprio dei film! hahahahahahahah giusto per farmi passare un po d'ansia :SSSSS!"
"195297517234176001","1","1","1","0","0","-È come accettare di farsi scorticare sapendo che in qualunque momento l’altra persona può andarsene via con la tua pelle. Ecco tutto!-"
"160314743930880000","0","0","0","0","1","Francesco Boccia (Pd) al Foglio: “Il governo Monti sta dimostrando che il percorso del Pd non può più essere quello di Vasto”."
"145265841141854209","1","0","1","1","1","Nella lista del #sacrificio il governo Monti ha (casualmente) lasciato fuori anche la ""Chiesa"" oltre gli ""Onorevoli"", @MaxNapolitano eh?"
"396660243914297344","0","0","0","0","0","Va boh me ne vó in palestra, a più tardi!"
"136604719501148160","1","0","1","0","1","Governo Monti: l’ultimo atto della lenta agonia della politica sovrana. La tecnocrazia come esito in http://fb.me/1j4MkJCSg "
"144679476947730432","1","0","1","0","1","GOVERNO MONTI E CARTE DI CREDITO: COME FAR PAGARE UN ""PIZZO"" LEGALE AGLI ITALIANI http://www.pontifex.roma.it/index.php/interviste/politici/9745-governo-monti-e-carte-di-credito-come-far-pagare-un-qpizzoq-legale-agli-italiani … via @PontifexRoma"
"134544501988524032","1","0","1","0","1","Qui ci vuole l’uomo forte: “Qui ci vuole l’uomo forte”, direbbe il borghese piccolo piccolo. Ma non Mario Monti,... http://bit.ly/vTCIy5 "
"135797583372238848","1","1","1","0","1","Tanti auguri al nuovo Capo del Governo Mario Monti,grossa responsabilità non vorrei essere nei suoi panni,e....spriamo bene #doposilvio"
"395374984568532992","1","0","1","0","0","Tweet Not Available"
"391989935097782272","1","1","0","0","0","@Roxy_Loves_1D weee rox, tutto bene tu? :)aw ti voglio tanto bene anche io. <3"
"195855875796250626","1","0","1","0","0","Fare a pezzi e chiudere nel congelatore giovani fanciulle ignare."
"136789298757386241","1","1","1","0","1","un compito molto arduo attende il Governo #Monti, ma ha dalla sua parte un popolo che sembra aver ritrovato la speranza:#rimontiamo"
"160334813449027584","0","0","0","0","1","Peluffo al posto di Malinconico, Olivi nuova portavoce. Restyling nel governo #Monti: http://ow.ly/8AeVG "
"193097768783462402","1","1","1","0","1","#serviziopubblico Per quanto stimi Santoro,non ho molto apprezzato le domande di pura e inutile retorica fatte su #Grillo e il marchio"
"392027215795585024","0","0","0","0","0","Tweet Not Available"
"193061459587121152","0","0","0","0","1","Monti ci sta portando alla terza repubblica senza i partiti #serviziopubblico #Grillo @matteorenzi"
"193970209298726912","0","0","0","0","1","#Grillo e il teatrino della politica. Quanto ci piace #m5s #m5sTour http://www.ilfattoquotidiano.it/2012/04/21/grillo-teatrino-della-politica-paice/206163/ … via @fattoquotidiano"
"162795097744867329","0","0","0","0","1","Mario Monti, l’ideatore di slogan http://nblo.gs/tdWaT "
"391925026179788800","0","0","0","0","0","Confronti ufficiali tra Juve e Fiorentina: 164Vittorie Juve: 74Pareggi: 54Vittorie Fiorentina: 36Gol Juve: 278Gol Fiorentina: 182"
"192294150270488576","0","0","0","0","0","@iPiro78 ti dice di collegarlo alla rete wireless?"
"195596856288493568","1","0","1","0","1","#Grillo esiste per colpa vostra... e anche per questo dovete andare tutti a casa !! #nonèpopulismo"
"144699203090792448","0","0","0","0","1","Il decreto Petrolini. Le domande al governo #Monti sulla #manovra da parte di un pungente #Gramellini http://bit.ly/XWgMk "
"188348161021059072","0","0","0","0","0","@la_cinzi ciao, benvenuta nel regno della Luna Rossa :)"
"186900543082475520","1","1","0","0","0","buona serata a tutti"
"192219633133166593","0","0","0","0","1","#Grillo attacca #Vendola: ""Supercazzola che fa affari con la Marcegaglia"" - Videohttp://tv.ilfattoquotidiano.it/2012/04/17/grillo-supercazzola-vendola-pensi-alla-marcegaglia/194854/ …"
"391776329575591936","0","0","0","0","0","#info #atac - metropolitana: aperte stazioni Barberini-Repubblica-Castro Pretorio-Colosseo #roma"
"391963355210317824","1","0","1","1","0","Ho un complesso di inferiorità verso il mio computer perché lui è più intelligente di me"
"134591335427616768","1","0","0","0","1","Tweet Not Available"
"195420174495657985","1","1","0","0","1","Tweet Not Available"
"136851787402588160","1","1","0","0","1","#governo #monti Che abbiano capacità di guardare in basso per la fame che c'è e in alto dove impera il lusso e lo spreco."
"393302794855137280","0","0","0","0","0","Oggi Minsk, #Bielorussia, ospita il vertice dei ministri degli esteri della Comunità degli Stati Indipendenti -... http://fb.me/2G3Ioloud "
"160284320928514048","0","0","0","0","1","Il giorno delle #liberalizzazioni, il #governo #Monti riuscirà a superare tutte le resistenze?"
"163198897009864704","0","0","0","0","1","Unire la sinistra contro il governo Monti | umbrialeft.it http://fb.me/1HGZw9Esz "
"144136818214961153","1","1","1","0","1","BERTONE: SACRIFICI PARTE DELLA VITA. Commentando la manovra finanziaria del governo Monti, il Segretario di Stato Vaticano, ha dichiarato:"
"193068578176638978","1","0","1","0","1","Tweet Not Available"
"391776338702761984","1","0","1","0","0","Tweet Not Available"
"139001818628894723","1","1","1","0","1","Editoria, il futuro e' adesso e nei fondi che il governo Monti stanziera'. Sono a rischio decine di testate giornalistiche"
"191561176373661696","0","0","0","0","1","#Salerno Anna #Petrone (#PD) invoca il '68 e Beppe #Grillo per le difficoltà della cittàpic.twitter.com/bJzlnHns"
"195467671591063552","0","0","0","0","1","Per #Vespa, #Grillo prende i voti dell'antipolitica, della protesta ma non ha un programma. La #Lega, a suo tempo l'aveva. #ijf12"
"395436169758253056","1","0","1","0","0","la mia carriera scolastica si basa sulla sensazione di non aver studiato abbastanza, e contemporaneamente non aver voglia di studiare."
"134676049186394112","0","0","0","0","1","Articolo a 6 mani per @espressonline con @fabiochiusi e Silvia Cerami. Oggetto? Governo Monti chi ci sta?http://bit.ly/saZCYq "
"165121033630781440","1","0","1","1","1","#monotonia sono i #tagli, le #privatizzazioni, gli attacchi ai #diritti del #governo #monti allora #sMONTIamoli http://www.repubblica.it/politica/2012/02/01/news/monti_spread_scender_ancora-29171588/ …"
"161026681728008192","1","0","1","0","1","#giornaleradiorai La Lega in piazza: no al Governo Monti http://fb.me/1jHdJ0eJo "
"132013782934364160","0","0","0","0","1","Tweet Not Available"
"164754670886203394","1","0","1","0","1","Tweet Not Available"
"196964937178955777","1","1","0","0","0","@theyareswag anche io le sto cercando di convincere...male che vada ci andiamo insieme.lol"
"162639192206221312","1","1","1","0","1","Berlusconi ha capito che il governo Monti è l'ancora di salvezza per l'Italia,nonostante le volgarità del qualunquista Bossi.Merito al Cav.!"
"134656829438427136","0","0","0","0","1","Fu proprio Mario Monti a multare Microsoft di 497 milioni per posizione dominante nel mercato http://fanpa.ge/tCH6ep  #governo #monti"
"391989940265181184","0","0","0","0","0","@Ero_la_Fusillo se guardi bene gli estintori non li usa nessuno sono sempre li appesi..."
"134685200977362944","1","0","1","1","1","http://www.youtube.com/watch?v=Qq7omxEXhR8&feature=share … ihihihi vai col Governo Monti, ministro all'economia Laura Pausini (come sono bravo a usare i #TT mammamà...)"
"142653810697969665","0","0","0","0","1","Prime indiscrezioni della manovra targata Mario #Monti. Molto probabilmente saremo uno degli Stati più tassati in assoluto."
"134600925070368768","1","0","1","1","1","Berlusconi dice sì al governo Monti. Del resto, è un'ammucchiata. #fb"
"195593589655474176","1","0","1","0","1","Tweet Not Available"
"134499785251098624","1","0","1","0","1","Tweet Not Available"
"195828046656311297","1","1","0","0","1","#Grillo non è #antipolitica. È #politica di chi non vuole più parassiti, ladri, puttane e leccaculo alla testa del Paese. È troppo? Si può?"
"149035672664158209","0","0","0","0","1","I toscani hanno pagato e continueranno a pagare l'addizionale Irpef più bassa d'Italia. Il governo Monti ha... http://fb.me/1y5pfiUiW "
"146153000098996224","1","0","1","1","1","NOI TIREREMO DIRITTO..chi lo ha detto?Mussolini?No.Il governo Monti."
"162531074017210368","0","0","0","0","1","Manovra Salva Italia del governo Monti: la illustrerà Rosato http://bit.ly/AoEGVw "
"191850451770159105","0","0","0","0","1","#Grillo ""Noi (terza) forza nuova"""
"162573002389733376","0","0","0","0","1","Marcia indietro del governo Monti: modificato il provvedimento sul fotovoltaico su terreni agricoli http://fb.me/DvYTA2D4 "
"391842323233243136","1","0","1","0","0","Tweet Not Available"
"393429624723873792","1","1","0","0","0","niall è perfetto biondo, niall è perfetto castano.niall è sempre prefettopic.twitter.com/TlqDroX9qM"
"141256103932600320","1","0","1","1","1","Avvincente la nomina dei sottosegretari del governo Monti. Che tanto mica abbiamo problemi più seri...noooo, noooooo..."
"143704848888639489","1","0","0","0","1","In Parlamento il PD deve lavorare per rendere molto più equa la manovra del governo Monti."
"137827496480608256","1","1","1","0","1","Mario Monti ripristina le norme di Visco. Il governo Prodi aveva ragione. Abbiamo perso quattro anni http://fb.me/Ubb8J6Zq "
"192219907591639041","0","0","0","0","1","fattoquotidiano: #Grillo attacca #Vendola: ""Supercazzola che fa affari con la Marcegaglia"" - Video http://tv.ilfattoquotidiano.it/2012/04/17/grillo-supercazzola-vendola-pensi-alla-marcegaglia/194854/ … http://dlvr.it/1RvKmk "
"393356769525002240","1","1","0","0","0","la maggiorparte dei miei tweet parlano del mio idolo."
"192338118161076224","1","0","1","0","1","Ma #Grillo è davvero convinto che facendo ammujna si passa dalla parte della ragione?"
"194341755410321408","1","1","0","0","0","@albertinodj a Roma invece è cosí primavera che sembra gia giov."
"393423009366540289","1","0","1","0","0","-_- lo odio"
"137139885428572160","1","0","1","0","1","De Magistris: non mi riconosco nel governo Monti http://goo.gl/fb/sCmLl  #politica #demagistrismonti #giampaolodipaola"
"392004046204440576","1","0","1","0","0","Da impazzire...possiamo vivere come gli svizzeri,ma preferiamo fare la fine dei cittadini ellenici..la mamma degli italioti è sempre incinta"
"142188327251099648","1","1","0","0","1","Tweet Not Available"
"395609382542508032","0","0","0","0","0","Tweet Not Available"
"136848808486256641","1","1","0","0","1","Franceschini: ""Governo Monti, impossibile fare meglio"" http://fb.me/1kzw82fP5 "
"158119876404322304","0","0","0","0","1","Il Fatto > Governo Monti: quali riforme?"
"191507481279741953","0","0","0","0","0","Tweet Not Available"
"193061362954539008","1","0","1","0","1","@PiazzapulitaLA7 #piazzapulita Troppo poco spazio alla bestialità che #Grillo ha detto sui figli degli immigrati nati in Italia."
"195987279221755905","0","0","0","0","1","#Grillo come Savonarola? Verrà arso anche lui sul rogo come chi professa verità scomode? Chissà."
